,store_of_value,medium_of_exchange,smart_contracts,defi,governance,scalability,privacy,interoperability,data_storage,oracle
HBAR,0.08836855739355087,0.08552613109350204,0.12618954479694366,0.12309758365154266,0.10670337080955505,0.08592076599597931,0.11220686882734299,0.09100382030010223,0.09943223744630814,0.08155115693807602
ICP,0.050050146877765656,0.058850016444921494,0.10464781522750854,0.10755625367164612,0.11385572701692581,0.129816934466362,0.11092158406972885,0.13832296431064606,0.09018899500370026,0.09578955918550491
LDO,0.09253441542387009,0.08139549195766449,0.0907757356762886,0.15809518098831177,0.14149588346481323,0.09247922152280807,0.09179092943668365,0.0846228376030922,0.07702520489692688,0.0897851213812828
LINK,0.05039973556995392,0.04982196167111397,0.13106495141983032,0.10276620835065842,0.09604005515575409,0.10034788399934769,0.13116098940372467,0.1051347553730011,0.07949807494878769,0.15376543998718262
MANA,0.08517374843358994,0.10423968732357025,0.1033458262681961,0.12973378598690033,0.10780412703752518,0.09267916530370712,0.10396219044923782,0.08861665427684784,0.10905347764492035,0.07539130002260208
MKR,0.10338205844163895,0.08971267938613892,0.1051497608423233,0.18373775482177734,0.15070125460624695,0.06557713449001312,0.07630462199449539,0.06908998638391495,0.05946720764040947,0.09687751531600952
NEAR,0.037498656660318375,0.0037145025562494993,0.2027454823255539,0.08520998060703278,0.03471396863460541,0.08018764853477478,0.3087286651134491,0.026354873552918434,0.0482463575899601,0.17259982228279114
OCEAN,0.08407051116228104,0.07306818664073944,0.09648391604423523,0.12028595060110092,0.11400027573108673,0.08120878785848618,0.09762118756771088,0.09780576825141907,0.11391556262969971,0.12153980135917664
RPL,0.06760300695896149,0.06954185664653778,0.093899667263031,0.12541137635707855,0.09800659865140915,0.12949563562870026,0.09723033756017685,0.12121347337961197,0.09359244257211685,0.10400556772947311
SAND,0.12015439569950104,0.10450124740600586,0.10514040291309357,0.12492071092128754,0.11183435469865799,0.08212265372276306,0.08879467844963074,0.07104883342981339,0.10073371231555939,0.09074895828962326
SC,0.09050246328115463,0.08665668219327927,0.1104925125837326,0.11260668188333511,0.08663786947727203,0.1090453490614891,0.12195932120084763,0.07777003198862076,0.11321517825126648,0.09111388027667999
SOL,0.07109487056732178,0.049159545451402664,0.10247055441141129,0.10097583383321762,0.10138041526079178,0.13377203047275543,0.12187496572732925,0.10989734530448914,0.1013372391462326,0.10803721845149994
STORJ,0.06588506698608398,0.061469729989767075,0.08368143439292908,0.10541117191314697,0.08442920446395874,0.13992345333099365,0.09083345532417297,0.12039758265018463,0.14611996710300446,0.10184893757104874
SUI,0.060455117374658585,0.07892604172229767,0.12214948236942291,0.11324301362037659,0.1120164766907692,0.09532191604375839,0.12014902383089066,0.11864665150642395,0.09865763783454895,0.08043469488620758
SUSHI,0.015031219460070133,0.05527034401893616,0.11096600443124771,0.1314113736152649,0.13787499070167542,0.09975383430719376,0.1055564433336258,0.11442860960960388,0.11425774544477463,0.11544949561357498
UNI,0.09910898655653,0.09846527129411697,0.075837142765522,0.15242891013622284,0.09078638255596161,0.1120590940117836,0.07853080332279205,0.11093932390213013,0.0382709763944149,0.1435730755329132
XMR,0.0825776755809784,0.08727697283029556,0.1196378692984581,0.1065417006611824,0.07413284480571747,0.10221986472606659,0.18911750614643097,0.07921022176742554,0.08053480088710785,0.07875050604343414
YFI,0.10558081418275833,0.06499794125556946,0.11260946094989777,0.13377295434474945,0.16442571580410004,0.06746567785739899,0.08116240799427032,0.07788608968257904,0.10448823869228363,0.08761074393987656
ZEC,0.05655643343925476,0.06485937535762787,0.106587253510952,0.10738777369260788,0.08849156647920609,0.10869663208723068,0.17456310987472534,0.11995767802000046,0.06290232390165329,0.10999778658151627
